ABUN	0	0
MAASUPA_AREARE	0	0.333333333333333
AXAMB	0.166666666666667	1
CHUKCHEE	0	1
ESTONIAN	0	0.666666666666667
FINNISH	0	0.666666666666667
INGRIAN	0	0.666666666666667
LENAKEL_LENAUKAS	0	0.333333333333333
KUBA_LEZGI	0	0
LIVE	0	0.666666666666667
LULE_SAAMI	0	0.666666666666667
KUNMING_MANDARIN	0	0
GREEK	1	0.666666666666667
MOKSCHA_MORDWINISCH	0	1
MOTLAV	0.166666666666667	0
HEZHE	0	0.666666666666667
NAGA_NOCTE	0	0
TURKISH	0	0.666666666666667
PUNJABI_MAJHI	0.333333333333333	1
POLISH	0.833333333333333	0.666666666666667
SEMELAI	0	0.666666666666667
SOUTH_SAAMI	0	0.666666666666667
FRENCH	1	1
ENGLISH	0.166666666666667	0.666666666666667
SENOUFO_SUPYIRE	0.666666666666667	0
TAMIL	0.333333333333333	0.666666666666667
TOJOLABAL	0	1
KARELIAN	0	0.666666666666667
WAYAN_FIJIAN	0	0.333333333333333
AGOB_DABU	0	1
GREEK_ANCIENT	1	0.666666666666667
ARAKI	0	0.333333333333333
A_TONG	0	0
WIANG_PA_PAO_LUA	0	0
ENU	0	0
FAROESE	1	0.666666666666667
KAYAN	0	0
KHWE	0.666666666666667	0
LATIN	0.833333333333333	0.666666666666667
MANAMBU	0.833333333333333	1
MATUKAR	0	1
MAWNG	0.833333333333333	1
HMU	0	0
HARE	0.333333333333333	1
GUNDONG_PA_HNG	0	0
PELA	0	0
SLAVEY	0.333333333333333	1
LHASA_TIBETAN	0.166666666666667	0
UDEHE	0	0.666666666666667
MOSINA	0	0
HUANGLUO_BUNU	0	0
NORTHERN_BAIMA	0	0
BALUAN_PAM	0	1
BOLA	0	1
CHIPEWYAN	0	1
CHONG_H	0	0
CHUVASH	0	0.666666666666667
AOMA	0	0
ANIWA	0.166666666666667	0.333333333333333
GAYO	0	0
KAREN_GEBA	0	0
COWICHAN	0	1
QIANG_LONGXI	0	0.666666666666667
UZBEK	0	0.666666666666667
ORIYA	0.166666666666667	0.666666666666667
NINILCHIK_RUSSIAN	0.833333333333333	0.666666666666667
SAMOAN	0	0
MARPHATAN_THAKALI	0	0
TOABAITA	0	0.333333333333333
VATRATA	0.166666666666667	0
AKA_BEA	0	1
CROW	0	1
MALAYALAM	0.333333333333333	0
MANGARAYI	0.666666666666667	1
MUPUN	0.166666666666667	0.666666666666667
NYAKUR	0	0
SAAROA	0	0.333333333333333
SEIMAT	0.333333333333333	0
SHOSHONI	0	0
SINGPHO	0	0
SKOLT_SAAMI	0	0.666666666666667
UNUA	0	1
WARA_PNG	0.166666666666667	1
SUZHOU_WU	0	0
DAFANG	0	0
YOGAD	0	1
JINO	0	0
CZECH	0.833333333333333	0.666666666666667
NYAURA	0.5	0.666666666666667
KOROMFE	0.5	0
MANANGE	0	0
MAORI	0	0
MARU	0	0
GEORGIAN	0	1
KANNADA	0.333333333333333	0.666666666666667
NELEMWA	0.666666666666667	1
ONONDAGA	0.333333333333333	1
OTTAWA	0.833333333333333	1
BUDAI_RUKAI	0.166666666666667	1
HAIDA	0	0
WOI	0	1
BUGAN	0	0
DIGO	0.666666666666667	1
KAYAH_LI_EASTERN	0	0
HADZA	0.833333333333333	1
GUNBALANG_WARLANG	0.666666666666667	1
MAPUDUNGUN	0.166666666666667	1
MARATHI	0.666666666666667	1
MUNDANG	0	1
NENETS	0	1
SELKUP	0	1
LAWA_LA_UP	0	0
