Greek_Mod	6.71428571428571	7.16666666666667
Polish	4.46428571428571	8.875
French	4.96428571428571	6.95833333333333
English_ST	4.28571428571429	6.5
Ancient_Greek	7.21428571428571	6.79166666666667
Faroese	6.21428571428571	6.75
Latin	5.17857142857143	6.79166666666667
Oriya	4.82142857142857	7.83333333333333
Russian	6.17857142857143	6.75
Czech	5.17857142857143	7
Marathi	4.64285714285714	7.16666666666667
Irish_A	6.42857142857143	6.29166666666667
Albanian_G	4.67857142857143	6.91666666666667
Icelandic_ST	6.46428571428571	6.54166666666667
Kashmiri	4.64285714285714	7.75
